ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV113,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Clavicipitaceae,99%,Claviceps,99%,Claviceps_pusilla|SH229833.06FU,99%
ASV114,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,66%,Pleosporales,51%,Montagnulaceae,48%,Montagnulaceae_unidentified,31%,Montagnulaceae_sp|SH239377.06FU,31%
ASV115,+,Fungi,100%,Zygomycota,100%,Incertae_sedis_10,100%,Mortierellales,100%,Mortierellaceae,100%,Mortierella,100%,Mortierella_sp|SH211069.06FU,57%
ASV117,+,Fungi,100%,Ascomycota,79%,Sordariomycetes,73%,Hypocreales,65%,Nectriaceae,65%,Fusarium,45%,Fusarium_sp|SH217320.06FU,21%
ASV118,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Incertae_sedis_12,100%,Dioszegia,100%,Dioszegia_takashimae|SH196965.06FU,53%
ASV119,+,Fungi,100%,Ascomycota,68%,Leotiomycetes,27%,Helotiales,25%,Helotiales_unidentified,23%,Helotiales_unidentified_1,23%,Helotiales_sp|SH207340.06FU,16%
ASV120,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,98%,Entoloma,98%,Entoloma_rusticoides|SH200902.06FU,98%
ASV121,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH196053.06FU,100%
ASV122,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiaceae,100%,Cryptococcus,100%,Cryptococcus_albidus|SH231202.06FU,100%
ASV123,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Thanatephorus,100%,Thanatephorus_sp_22_03|SH238066.06FU,99%
ASV124,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH223989.06FU,100%
ASV125,+,Fungi,100%,Ascomycota,93%,Sordariomycetes,93%,Hypocreales,93%,Nectriaceae,93%,Fusarium,74%,Fusarium_oxysporum|SH217297.06FU,68%
ASV126,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_verrucaria|SH199490.06FU,88%
ASV129,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,86%,Pleosporales,86%,Phaeosphaeriaceae,56%,Phaeosphaeriaceae_unidentified,15%,Phaeosphaeriaceae_sp|SH199980.06FU,15%
ASV130,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,100%,Amphisphaeriaceae_unidentified,100%,Amphisphaeriaceae_sp|SH211286.06FU,100%
ASV131,+,Fungi,100%,Ascomycota,87%,Dothideomycetes,80%,Pleosporales,76%,Incertae_sedis_13,72%,Letendraea,72%,Letendraea_sp|SH203350.06FU,72%
ASV133,+,Fungi,100%,Ascomycota,96%,Dothideomycetes,92%,Pleosporales,91%,Phaeosphaeriaceae,81%,Phaeosphaeria,81%,cf_Phaeosphaeria_sp_CPC_12130|SH231532.06FU,81%
ASV134,+,Fungi,100%,Fungi_unidentified,99%,Fungi_unidentified_1,99%,Fungi_unidentified_1,99%,Fungi_unidentified_1_1,99%,Fungi_unidentified_1_1,99%,Fungi_sp|SH202155.06FU,99%
ASV136,+,Fungi,100%,Zygomycota,100%,Incertae_sedis_10,100%,Mortierellales,100%,Mortierellaceae,100%,Mortierella,100%,Mortierella_sp|SH211070.06FU,27%
ASV139,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Pezizaceae,100%,Pachyphloeus,100%,Pachyphloeus_sp|SH226680.06FU,100%
ASV141,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Thanatephorus,100%,Thanatephorus_cucumeris|SH235414.06FU,100%
ASV142,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,84%,Pleosporales,81%,Phaeosphaeriaceae,62%,Phaeosphaeriaceae_unidentified,21%,Phaeosphaeriaceae_sp|SH199980.06FU,20%
ASV143,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetes_unidentified,74%,Sordariomycetes_unidentified_1,74%,Sordariomycetes_unidentified_1,74%,Sordariomycetes_sp|SH235275.06FU,74%
ASV144,+,Fungi,100%,Basidiomycota,57%,Tremellomycetes,8%,Tremellales,8%,Tremellales_unidentified,5%,Tremellales_unidentified_1,5%,Tremellales_sp|SH229402.06FU,5%
ASV146,+,Fungi,100%,Fungi_unidentified,15%,Fungi_unidentified_1,15%,Fungi_unidentified_1,15%,Fungi_unidentified_1_1,15%,Fungi_unidentified_1_1,15%,Fungi_sp|SH221439.06FU,11%
ASV147,+,Fungi,100%,Ascomycota,88%,Dothideomycetes,83%,Dothideomycetes_unidentified,53%,Dothideomycetes_unidentified_1,53%,Dothideomycetes_unidentified_1,53%,Dothideomycetes_sp|SH206996.06FU,52%
ASV149,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,69%,Ascomycota_unidentified_1,69%,Ascomycota_unidentified_1,69%,Ascomycota_unidentified_1_1,69%,Ascomycota_sp|SH240716.06FU,69%
ASV151,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Pleosporales,99%,Pleosporales_unidentified,95%,Pleosporales_unidentified_1,95%,Pleosporales_sp|SH206992.06FU,95%
ASV153,+,Fungi,100%,Basidiomycota,91%,Agaricomycetes,83%,Agaricales,82%,Entolomataceae,40%,Entoloma,35%,Entoloma_coeruleogracilis|SH200904.06FU,16%
ASV154,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Incertae_sedis_25,100%,Sporobolomyces,100%,Sporobolomyces_symmetricus|SH227541.06FU,96%
ASV156,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiaceae,100%,Cryptococcus,100%,Cryptococcus_chernovii|SH216501.06FU,100%
ASV157,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Pleosporales,99%,Pleosporales_unidentified,98%,Pleosporales_unidentified_1,98%,Pleosporales_sp|SH206992.06FU,98%
ASV159,+,Fungi,100%,Ascomycota,98%,Ascomycota_unidentified,94%,Ascomycota_unidentified_1,94%,Ascomycota_unidentified_1,94%,Ascomycota_unidentified_1_1,94%,Ascomycota_sp|SH217298.06FU,94%
ASV161,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Incertae_sedis_12,100%,Dioszegia,100%,Dioszegia_takashimae|SH196965.06FU,55%
ASV163,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Incertae_sedis_25,100%,Sporobolomyces,98%,Sporobolomyces_vermiculatus|SH227545.06FU,97%
ASV165,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Capnodiales,92%,Teratosphaeriaceae,63%,Catenulostroma,37%,Catenulostroma_hermanusense|SH238955.06FU,37%
ASV166,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,100%,Amphisphaeriaceae_unidentified,100%,Amphisphaeriaceae_sp|SH211286.06FU,100%
ASV167,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,53%,Ascomycota_unidentified_1,53%,Ascomycota_unidentified_1,53%,Ascomycota_unidentified_1_1,53%,Ascomycota_sp|SH207016.06FU,52%
ASV168,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_verrucaria|SH199490.06FU,27%
ASV169,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Chaetomiaceae,100%,Humicola,54%,Humicola_nigrescens|SH234919.06FU,54%
ASV170,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_unidentified,100%,Pleosporales_unidentified_1,100%,Pleosporales_sp|SH206986.06FU,100%
ASV171,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,88%,Pleosporales,86%,Phaeosphaeriaceae,69%,Phaeosphaeriaceae_unidentified,23%,Phaeosphaeriaceae_sp|SH199980.06FU,22%
ASV172,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Incertae_sedis_7,100%,Glomerellaceae,100%,Glomerella,98%,Glomerella_tucumanensis|SH229539.06FU,98%
ASV173,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricales_unidentified,100%,Agaricales_unidentified_1,100%,Agaricales_sp|SH239391.06FU,100%
ASV174,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Cochliobolus,98%,Cochliobolus_cynodontis|SH197546.06FU,98%
ASV175,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,99%,Sordariomycetes_unidentified,97%,Sordariomycetes_unidentified_1,97%,Sordariomycetes_unidentified_1,97%,Sordariomycetes_sp|SH213465.06FU,96%
ASV176,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Pleosporaceae_unidentified,100%,Pleosporaceae_sp|SH224818.06FU,100%
ASV180,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Capnodiales,94%,Mycosphaerellaceae,36%,Mycosphaerella,35%,Mycosphaerella_verrucosiafricana|SH238960.06FU,35%
ASV181,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,94%,Hypocreales,74%,Incertae_sedis_3,34%,Gliomastix,32%,Gliomastix_masseei|SH219547.06FU,26%
ASV184,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_unidentified,72%,Pleosporales_unidentified_1,72%,Pleosporales_sp|SH238736.06FU,71%
ASV185,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,94%,Pleosporales,94%,Phaeosphaeriaceae,94%,Neostagonospora,91%,Neostagonospora_elegiae|SH206982.06FU,91%
ASV187,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiales_unidentified,85%,Filobasidiales_unidentified_1,85%,Filobasidiales_sp|SH216507.06FU,84%
ASV188,+,Fungi,100%,Zygomycota,100%,Incertae_sedis_10,100%,Mortierellales,100%,Mortierellaceae,100%,Mortierella,100%,Mortierella_sp|SH211066.06FU,100%
ASV189,+,Fungi,100%,Fungi_unidentified,53%,Fungi_unidentified_1,53%,Fungi_unidentified_1,53%,Fungi_unidentified_1_1,53%,Fungi_unidentified_1_1,53%,Fungi_sp|SH196467.06FU,53%
ASV190,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricales_unidentified,30%,Agaricales_unidentified_1,30%,Agaricales_sp|SH207965.06FU,28%
ASV191,+,Fungi,100%,Ascomycota,83%,Dothideomycetes,66%,Capnodiales,62%,Mycosphaerellaceae,38%,Periconiella,19%,Periconiella_velutina|SH212697.06FU,19%
ASV193,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,100%,Podospora,100%,Podospora_sp|SH223421.06FU,83%
ASV194,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Ceratobasidium,99%,Ceratobasidium_sp_JTO092|SH224054.06FU,99%
ASV195,+,Fungi,100%,Ascomycota,100%,Incertae_sedis_14,87%,Incertae_sedis_15,87%,Incertae_sedis_16,87%,Wojnowicia,87%,Wojnowicia_viburni|SH207003.06FU,87%
ASV196,+,Fungi,100%,Chytridiomycota,15%,Chytridiomycetes,13%,Chytridiales,8%,Synchytriaceae,8%,Synchytrium,8%,Synchytrium_endobioticum|SH234051.06FU,8%
ASV197,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Phaeosphaeriaceae,100%,Sclerostagonospora,100%,Sclerostagonospora_sp_CBS_118152|SH224099.06FU,100%
ASV198,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,55%,Ascomycota_unidentified_1,55%,Ascomycota_unidentified_1,55%,Ascomycota_unidentified_1_1,55%,Ascomycota_sp|SH207016.06FU,55%
ASV199,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,88%,Pleosporales,88%,Phaeosphaeriaceae,70%,Phaeosphaeriaceae_unidentified,14%,Phaeosphaeriaceae_sp|SH199980.06FU,14%
ASV200,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetes_unidentified,100%,Sordariomycetes_unidentified_1,100%,Sordariomycetes_unidentified_1,100%,Sordariomycetes_sp|SH236270.06FU,100%
ASV201,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,96%,Pleosporales,94%,Sporormiaceae,93%,Westerdykella,79%,Westerdykella_sp_WQ63|SH190485.06FU,62%
ASV202,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Phaeosphaeriaceae,100%,Phaeosphaeria,84%,Phaeosphaeria_phragmiticola|SH199979.06FU,83%
ASV204,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Ceratobasidium,98%,Ceratobasidium_sp_JTO092|SH224054.06FU,98%
ASV205,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,96%,Pleosporaceae,91%,Alternaria,91%,Alternaria_sp|SH240080.06FU,91%
ASV206,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_gramineum|SH227386.06FU,100%
ASV207,+,Fungi,100%,Zygomycota,100%,Incertae_sedis_10,100%,Mortierellales,100%,Mortierellales_unidentified,100%,Mortierellales_unidentified_1,100%,Mortierellales_sp|SH206661.06FU,100%
ASV208,+,Fungi,100%,Ascomycota,92%,Sordariomycetes,58%,Sordariales,58%,Chaetomiaceae,43%,Trichocladium,14%,Trichocladium_asperum|SH234966.06FU,14%
ASV209,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,94%,Chaetothyriales,94%,Herpotrichiellaceae,94%,Capronia,62%,Capronia_peltigerae|SH209735.06FU,62%
ASV211,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,97%,Capnodiales,97%,Capnodiales_unidentified,97%,Capnodiales_unidentified_1,97%,Capnodiales_sp|SH213804.06FU,97%
ASV212,+,Fungi,100%,Ascomycota,50%,Pezizomycetes,41%,Pezizales,41%,Pezizaceae,41%,Peziza,27%,Peziza_sp|SH235922.06FU,6%
ASV213,+,Fungi,100%,Ascomycota,89%,Dothideomycetes,85%,Dothideomycetes_unidentified,71%,Dothideomycetes_unidentified_1,71%,Dothideomycetes_unidentified_1,71%,Dothideomycetes_sp|SH223803.06FU,18%
ASV217,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,87%,Pleosporales,87%,Phaeosphaeriaceae,69%,Phaeosphaeria,46%,Phaeosphaeria_sp_HKC12|SH196607.06FU,46%
ASV218,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH238036.06FU,100%
ASV221,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Capnodiales,99%,Davidiellaceae,99%,Davidiella,99%,Davidiella_tassiana|SH196750.06FU,99%
ASV223,+,Fungi,100%,Ascomycota,80%,Dothideomycetes,71%,Pleosporales,70%,Pleosporales_unidentified,7%,Pleosporales_unidentified_1,7%,Pleosporales_sp|SH240081.06FU,6%
ASV224,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH197541.06FU,100%
ASV225,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Pleosporaceae_unidentified,100%,Pleosporaceae_sp|SH224814.06FU,78%
ASV226,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,88%,Sordariales,69%,Lasiosphaeriaceae,68%,Podospora,66%,Podospora_sp|SH223422.06FU,38%
ASV228,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_unidentified,100%,Pleosporales_unidentified_1,100%,Pleosporales_sp|SH231238.06FU,100%
ASV231,+,Fungi,100%,Chytridiomycota,70%,Chytridiomycota_unidentified,58%,Chytridiomycota_unidentified_1,58%,Chytridiomycota_unidentified_1,58%,Chytridiomycota_unidentified_1_1,58%,Chytridiomycota_sp|SH233268.06FU,36%
ASV232,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,70%,Sordariales,66%,Incertae_sedis_23,24%,Madurella,24%,Madurella_pseudomycetomatis|SH234952.06FU,21%
ASV233,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH196053.06FU,100%
ASV234,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Leptosphaeriaceae,61%,Coniothyrium,61%,Coniothyrium_sp_JK27|SH233607.06FU,61%
ASV235,+,Fungi,100%,Ascomycota,80%,Dothideomycetes,42%,Dothideomycetes_unidentified,12%,Dothideomycetes_unidentified_1,12%,Dothideomycetes_unidentified_1,12%,Dothideomycetes_sp|SH190505.06FU,10%
ASV236,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,98%,Pleosporales,98%,Phaeosphaeriaceae,97%,Phaeosphaeria,96%,Phaeosphaeria_sp_HKC12|SH196607.06FU,96%
ASV237,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Alternaria,100%,Alternaria_metachromatica|SH224792.06FU,100%
ASV238,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricales_unidentified,64%,Agaricales_unidentified_1,64%,Agaricales_sp|SH207965.06FU,64%
ASV239,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,75%,Pleosporales,75%,Phaeosphaeriaceae,57%,Phaeosphaeriaceae_unidentified,35%,Phaeosphaeriaceae_sp|SH199981.06FU,24%
ASV240,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiaceae,100%,Cryptococcus,100%,Cryptococcus_albidus|SH231202.06FU,100%
ASV241,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,42%,Ascomycota_unidentified_1,42%,Ascomycota_unidentified_1,42%,Ascomycota_unidentified_1_1,42%,Ascomycota_sp|SH207005.06FU,41%
ASV242,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_gramineum|SH227386.06FU,100%
ASV243,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_unidentified,100%,Hypocreales_unidentified_1,100%,Hypocreales_sp|SH223288.06FU,100%
ASV244,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,96%,Rhizophlyctidales,90%,Rhizophlyctidaceae,90%,Rhizophlyctis,90%,Rhizophlyctis_rosea|SH220579.06FU,66%
ASV245,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Chaetothyriales,100%,Herpotrichiellaceae,100%,Herpotrichiellaceae_unidentified,100%,Herpotrichiellaceae_sp|SH209738.06FU,100%
ASV246,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Incertae_sedis_13,99%,Ascochyta,95%,Ascochyta_sp|SH233956.06FU,86%
ASV247,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,73%,Ascomycota_unidentified_1,73%,Ascomycota_unidentified_1,73%,Ascomycota_unidentified_1_1,73%,Ascomycota_sp|SH240716.06FU,73%
ASV248,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,97%,Hypocreales,97%,Bionectriaceae,97%,Clonostachys,97%,Clonostachys_sp|SH236640.06FU,97%
ASV249,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Incertae_sedis_25,100%,Sporobolomyces,100%,Sporobolomyces_gracilis|SH227546.06FU,100%
ASV250,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,74%,Sordariales,74%,Sordariales_unidentified,39%,Sordariales_unidentified_1,39%,Sordariales_sp|SH234971.06FU,39%
ASV254,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Tuberaceae,100%,Tuber,100%,Tuber_sp|SH196160.06FU,53%
ASV255,+,Fungi,100%,Ascomycota,70%,Eurotiomycetes,17%,Eurotiales,8%,Trichocomaceae,8%,Trichocomaceae_unidentified,8%,Trichocomaceae_sp|SH190494.06FU,8%
ASV256,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,100%,Amphisphaeriaceae_unidentified,100%,Amphisphaeriaceae_sp|SH211286.06FU,100%
ASV257,+,Fungi,100%,Ascomycota,95%,Dothideomycetes,90%,Pleosporales,88%,Phaeosphaeriaceae,87%,Phaeosphaeria,47%,Phaeosphaeria_sp|SH207011.06FU,41%
ASV258,+,Fungi,100%,Glomeromycota,15%,Glomeromycetes,13%,Diversisporales,8%,Diversisporaceae,8%,Diversisporaceae_unidentified,5%,Diversisporaceae_sp|SH200219.06FU,5%
ASV260,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_unidentified,100%,Pleosporales_unidentified_1,100%,Pleosporales_sp|SH223798.06FU,80%
ASV261,+,Fungi,100%,Chytridiomycota,99%,Chytridiomycetes,96%,Rhizophlyctidales,62%,Rhizophlyctidaceae,62%,Rhizophlyctis,62%,Rhizophlyctis_rosea|SH220579.06FU,35%
ASV262,+,Fungi,100%,Chytridiomycota,98%,Chytridiomycetes,86%,Rhizophlyctidales,82%,Rhizophlyctidaceae,82%,Rhizophlyctis,82%,Rhizophlyctis_rosea|SH205068.06FU,48%
ASV263,+,Fungi,100%,Chytridiomycota,99%,Chytridiomycetes,92%,Rhizophlyctidales,89%,Rhizophlyctidaceae,89%,Rhizophlyctis,89%,Rhizophlyctis_rosea|SH205068.06FU,80%
ASV264,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Pleosporaceae_unidentified,100%,Pleosporaceae_sp|SH224808.06FU,100%
ASV265,+,Fungi,100%,Fungi_unidentified,17%,Fungi_unidentified_1,17%,Fungi_unidentified_1,17%,Fungi_unidentified_1_1,17%,Fungi_unidentified_1_1,17%,Fungi_sp|SH222049.06FU,17%
ASV266,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Incertae_sedis_9,100%,Microdochium,100%,Microdochium_dimerum|SH217358.06FU,100%
ASV267,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH191577.06FU,100%
ASV268,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Helotiales,100%,Helotiaceae,100%,Articulospora,100%,Articulospora_sp|SH191098.06FU,100%
ASV270,+,Fungi,100%,Basidiomycota,22%,Agaricomycetes,21%,Cantharellales,7%,Incertae_sedis_24,6%,Minimedusa,6%,Minimedusa_sp|SH221764.06FU,6%
ASV271,+,Fungi,100%,Ascomycota,100%,Incertae_sedis_14,100%,Incertae_sedis_15,100%,Incertae_sedis_16,100%,Wojnowicia,100%,Wojnowicia_viburni|SH207003.06FU,100%
ASV272,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,99%,Ustilaginales,99%,Ustilaginaceae,99%,Sporisorium,67%,Sporisorium_panici_leucophaei|SH239185.06FU,41%
ASV273,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,73%,Ascomycota_unidentified_1,73%,Ascomycota_unidentified_1,73%,Ascomycota_unidentified_1_1,73%,Ascomycota_sp|SH207005.06FU,72%
ASV274,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Helotiales,100%,Rutstroemiaceae,82%,Rutstroemiaceae_unidentified,82%,Rutstroemiaceae_sp|SH212098.06FU,82%
ASV275,+,Fungi,100%,Ascomycota,93%,Dothideomycetes,92%,Dothideomycetes_unidentified,91%,Dothideomycetes_unidentified_1,91%,Dothideomycetes_unidentified_1,91%,Dothideomycetes_sp|SH223807.06FU,45%
ASV277,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Dothideomycetes_unidentified,67%,Dothideomycetes_unidentified_1,67%,Dothideomycetes_unidentified_1,67%,Dothideomycetes_sp|SH240074.06FU,67%
ASV278,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Trichosphaeriales,100%,Incertae_sedis_26,100%,Incertae_sedis_26_unidentified,100%,Trichosphaeriales_sp|SH237073.06FU,89%
ASV280,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Helotiales,100%,Helotiaceae,100%,Articulospora,100%,Articulospora_sp|SH191098.06FU,100%
ASV281,+,Fungi,100%,Basidiomycota,100%,Wallemiomycetes,100%,Geminibasidiales,100%,Geminibasidiaceae,100%,Geminibasidium,100%,Geminibasidium_sp|SH204173.06FU,68%
ASV282,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Incertae_sedis_25,100%,Sporobolomyces,100%,Sporobolomyces_gracilis|SH227546.06FU,100%
ASV283,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,99%,Pezizomycetes_unidentified,56%,Pezizomycetes_unidentified_1,56%,Pezizomycetes_unidentified_1,56%,Pezizomycetes_sp|SH228999.06FU,54%
ASV284,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,77%,Ascomycota_unidentified_1,77%,Ascomycota_unidentified_1,77%,Ascomycota_unidentified_1_1,77%,Ascomycota_sp|SH219457.06FU,77%
ASV285,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Incertae_sedis_3,100%,Myrothecium,100%,Myrothecium_gramineum|SH227386.06FU,100%
ASV286,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,59%,Ascomycota_unidentified_1,59%,Ascomycota_unidentified_1,59%,Ascomycota_unidentified_1_1,59%,Ascomycota_sp|SH207016.06FU,58%
ASV287,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,99%,Sordariales,99%,Lasiosphaeriaceae,99%,Podospora,96%,Podospora_glutinans|SH222042.06FU,49%
ASV290,+,Fungi,100%,Ascomycota,67%,Eurotiomycetes,51%,Chaetothyriales,41%,Chaetothyriales_unidentified,21%,Chaetothyriales_unidentified_1,21%,Chaetothyriales_sp|SH219004.06FU,17%
ASV293,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiaceae,95%,Filobasidium,95%,Filobasidium_floriforme|SH216500.06FU,95%
