ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV244,+,Fungi,100%,Chytridiomycota,73%,Chytridiomycetes,73%,Rhizophlyctidales,68%,Rhizophlyctidaceae,68%,Rhizophlyctis,68%,Rhizophlyctis rosea,68%
ASV245,+,Fungi,100%,Ascomycota,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Knufia,100%,Sarcinomyces petricola,53%
ASV246,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,99%,Pleosporales,99%,Pleosporales_Incertae sedis,99%,Phoma,99%,Phoma paspali,99%
ASV247,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,99%,Sordariales,68%,Lasiosphaeriaceae,34%,Podospora,16%,Podospora fimiseda,16%
ASV248,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Bionectriaceae,99%,Bionectria,99%,Bionectria epichloe,99%
ASV249,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces gracilis,99%
ASV250,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,90%,Sordariales,90%,Chaetomiaceae,66%,Chaetomium,39%,Chaetomium jodhpurense,16%
ASV254,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Tuberaceae,100%,Tuber,100%,Tuber mexiusanum,92%
ASV255,+,Fungi,100%,Ascomycota,76%,Dothideomycetes,57%,Pleosporales,53%,Phaeosphaeriaceae,14%,Sclerostagonospora,14%,Sclerostagonospora sp CBS 118142,13%
ASV256,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,98%,Truncatella,62%,Truncatella angustata,62%
ASV257,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,97%,Pleosporales,97%,Phaeosphaeriaceae,96%,Sclerostagonospora,50%,Sclerostagonospora sp CBS 118152,50%
ASV258,+,Fungi,100%,Basidiomycota,55%,Ustilaginomycetes,13%,Ustilaginales,13%,Ustilaginales_Incertae sedis,9%,Farysizyma,9%,Farysizyma itapuensis,9%
ASV260,+,Fungi,100%,Ascomycota,70%,Dothideomycetes,39%,Pleosporales,39%,Lophiostomataceae,21%,Massarina,17%,Massarina igniaria,17%
ASV261,+,Fungi,100%,Chytridiomycota,75%,Chytridiomycetes,75%,Rhizophlyctidales,60%,Rhizophlyctidaceae,60%,Rhizophlyctis,60%,Rhizophlyctis rosea,60%
ASV262,+,Fungi,100%,Basidiomycota,43%,Exobasidiomycetes,9%,Tilletiales,7%,Tilletiaceae,7%,Tilletia,7%,Tilletia moliniae,7%
ASV263,+,Fungi,100%,Basidiomycota,43%,Agaricomycetes,27%,Agaricales,22%,Psathyrellaceae,10%,Psathyrella,9%,Psathyrella fibrillosa,9%
ASV264,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Cochliobolus,100%,Cochliobolus pallescens,99%
ASV265,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,99%,Sordariales,98%,Lasiosphaeriaceae,98%,Podospora,93%,Podospora tetraspora,93%
ASV266,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Nectriaceae,100%,Fusarium,95%,Fusarium lunatum,94%
ASV267,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,100%,Acremonium,99%,Acremonium implicatum,99%
ASV268,+,Fungi,100%,Ascomycota,91%,Leotiomycetes,52%,Helotiales,49%,Helotiales_Incertae sedis,21%,Tetracladium,14%,Tetracladium maxilliforme,4%
ASV270,+,Fungi,100%,Ascomycota,68%,Dothideomycetes,32%,Pleosporales,29%,Pleomassariaceae,21%,Helminthosporium,21%,Helminthosporium solani,18%
ASV271,+,Fungi,100%,Ascomycota,91%,Dothideomycetes,84%,Pleosporales,84%,Phaeosphaeriaceae,45%,Phaeosphaeria,40%,Phaeosphaeria phragmitis,19%
ASV272,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginaceae,100%,Sporisorium,93%,Sporisorium panici_leucophaei,62%
ASV273,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,99%,Pleosporales,99%,Phaeosphaeriaceae,96%,Phaeosphaeriopsis,95%,Phaeosphaeria oryzae,92%
ASV274,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,94%,Helotiales,94%,Sclerotiniaceae,53%,Sclerotinia,52%,Sclerotinia homoeocarpa,52%
ASV275,+,Fungi,100%,Ascomycota,62%,Dothideomycetes,21%,Pleosporales,18%,Lophiostomataceae,5%,Massarina,5%,Massarina igniaria,4%
ASV277,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,98%,Pleosporales,96%,Pleosporales_Incertae sedis,66%,Ochrocladosporium,44%,Coniothyrium telephii,25%
ASV278,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Trichosphaeriales,100%,Trichosphaeriales_Incertae sedis,100%,Khuskia,99%,Nigrospora oryzae,58%
ASV280,+,Fungi,100%,Ascomycota,92%,Leotiomycetes,50%,Helotiales,46%,Helotiales_Incertae sedis,21%,Tetracladium,14%,Tetracladium maxilliforme,5%
ASV281,+,Fungi,100%,Basidiomycota,76%,Agaricomycetes,49%,Agaricales,33%,Agaricaceae,8%,Macrolepiota,5%,Macrolepiota fuliginosa,5%
ASV282,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces gracilis,99%
ASV283,+,Fungi,100%,Ascomycota,96%,Pezizomycetes,93%,Pezizales,93%,Pyronemataceae,93%,Tricharina,39%,Tricharina ochroleuca,39%
ASV284,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Nectriaceae,100%,Gibberella,99%,Fusarium avenaceum,79%
ASV285,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,99%,Hypocreales_Incertae sedis,96%,Myrothecium,92%,Myrothecium leucotrichum,92%
ASV286,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,96%,Pleosporales,96%,Phaeosphaeriaceae,96%,Phaeosphaeriopsis,91%,Phaeosphaeria oryzae,87%
ASV287,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,99%,Podospora,96%,Podospora tetraspora,96%
ASV290,+,Fungi,100%,Ascomycota,96%,Eurotiomycetes,68%,Chaetothyriales,50%,Herpotrichiellaceae,40%,Exophiala,22%,Exophiala alcalophila,15%
ASV293,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,99%,Filobasidiaceae,99%,Filobasidium,99%,Filobasidium floriforme,99%
ASV294,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Montagnulaceae,69%,Paraconiothyrium,42%,Paraconiothyrium brasiliense,30%
ASV295,+,Fungi,100%,Ascomycota,47%,Dothideomycetes,8%,Pleosporales,8%,Lophiostomataceae,3%,Massarina,3%,Massarina igniaria,2%
ASV296,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,36%,Epicoccum,36%,Epicoccum sorghi,36%
ASV297,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginaceae,100%,Pseudozyma,61%,Pseudozyma fusiformata,48%
ASV299,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,90%,Pleosporales,88%,Phaeosphaeriaceae,74%,Phaeosphaeriopsis,56%,Phaeosphaeria oryzae,56%
ASV300,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,96%,Xylariales,77%,Xylariaceae,41%,Kretzschmaria,23%,Kretzschmaria deusta,23%
ASV301,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Trichosphaeriales,100%,Trichosphaeriales_Incertae sedis,100%,Nigrospora,83%,Nigrospora sphaerica,81%
ASV303,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,91%,Sordariales,60%,Chaetomiaceae,26%,Myceliophthora,10%,Corynascus sepedonium,9%
ASV304,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Pleosporales,99%,Phaeosphaeriaceae,95%,Phaeosphaeriopsis,86%,Phaeosphaeria oryzae,73%
ASV305,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Phaeosphaeriaceae,100%,Sclerostagonospora,86%,Sclerostagonospora sp CBS 118152,86%
ASV306,+,Fungi,100%,Basidiomycota,64%,Agaricomycetes,41%,Agaricales,28%,Agaricaceae,4%,Macrolepiota,3%,Macrolepiota fuliginosa,3%
ASV307,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Nectriaceae,100%,Gibberella,89%,Fusarium cf equiseti MY_2011,48%
ASV308,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces vermiculatus,90%
ASV309,+,Fungi,100%,Basidiomycota,40%,Exobasidiomycetes,9%,Tilletiales,4%,Tilletiaceae,4%,Tilletia,4%,Tilletia moliniae,4%
ASV310,+,Fungi,100%,Basidiomycota,99%,Tremellomycetes,99%,Tremellales,99%,Tremellaceae,98%,Cryptococcus,98%,Cryptococcus flavescens,51%
ASV311,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Rhodosporidium,99%,Rhodosporidium azoricum,99%
ASV313,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,94%,Pleosporales,81%,Pleosporaceae,45%,Alternaria,44%,Alternaria longissima,26%
ASV314,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,94%,Pleosporales,60%,Phaeosphaeriaceae,55%,Phaeosphaeria,40%,Phaeosphaeria phragmitis,27%
ASV316,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Preussia,100%,Preussia terricola,100%
ASV317,+,Fungi,100%,Ascomycota,68%,Saccharomycetes,29%,Saccharomycetales,29%,Saccharomycetales_Incertae sedis,20%,Candida,19%,Candida digboiensis,8%
ASV318,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,94%,Lasiosphaeriaceae,76%,Podospora,31%,Podospora fimiseda,28%
ASV320,+,Fungi,100%,Ascomycota,98%,Pezizomycetes,98%,Pezizales,98%,Tuberaceae,98%,Tuber,98%,Tuber lyonii,89%
ASV322,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,99%,Zopfiella,93%,Zopfiella marina,86%
ASV324,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginaceae,100%,Pseudozyma,50%,Pseudozyma fusiformata,39%
ASV325,+,Fungi,100%,Basidiomycota,89%,Agaricomycetes,79%,Agaricales,36%,Tricholomataceae,11%,Melanoleuca,11%,Melanoleuca substrictipes,11%
ASV326,+,Fungi,100%,Ascomycota,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Knufia,100%,Sarcinomyces petricola,45%
ASV328,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Trichosphaeriales,100%,Trichosphaeriales_Incertae sedis,100%,Nigrospora,51%,Nigrospora sphaerica,51%
ASV329,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,96%,Pleosporales,96%,Sporormiaceae,95%,Preussia,95%,Preussia terricola,90%
ASV330,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,99%,Helotiales,99%,Sclerotiniaceae,37%,Sclerotinia,32%,Sclerotinia homoeocarpa,28%
ASV332,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Phaeosphaeriaceae,100%,Phaeosphaeria,100%,Phaeosphaeria phragmitis,60%
ASV333,+,Fungi,100%,Ascomycota,89%,Dothideomycetes,77%,Pleosporales,77%,Phaeosphaeriaceae,56%,Phaeosphaeria,55%,Phaeosphaeria phragmitis,48%
ASV336,+,Fungi,100%,Ascomycota,59%,Dothideomycetes,20%,Pleosporales,19%,Pleomassariaceae,5%,Helminthosporium,5%,Helminthosporium solani,5%
ASV337,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,100%,Myrothecium,100%,Myrothecium roridum,97%
ASV338,+,Fungi,100%,Ascomycota,91%,Dothideomycetes,88%,Pleosporales,87%,Pleosporales_Incertae sedis,74%,Letendraea,74%,Letendraea helminthicola,74%
ASV339,+,Fungi,100%,Ascomycota,78%,Dothideomycetes,47%,Pleosporales,45%,Sporormiaceae,23%,Westerdykella,8%,Westerdykella ornata,8%
ASV340,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricaceae,100%,Arachnion,100%,Arachnion album,100%
ASV341,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,92%,Myrothecium,91%,Myrothecium roridum,55%
ASV342,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,97%,Helotiales,97%,Sclerotiniaceae,65%,Sclerotinia,60%,Sclerotinia homoeocarpa,59%
ASV343,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,97%,Pleosporales,95%,Phaeosphaeriaceae,56%,Phaeosphaeria,42%,Phaeosphaeria avenaria f sp tritici 6 MM_2012,21%
ASV345,+,Fungi,100%,Ascomycota,97%,Pezizomycetes,94%,Pezizales,94%,Pezizaceae,93%,Chromelosporium,67%,Chromelosporium carneum,67%
ASV346,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,99%,Pleosporales,99%,Phaeosphaeriaceae,89%,Phaeosphaeria,67%,Phaeosphaeria phragmitis,34%
ASV347,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,99%,Teratosphaeriaceae,74%,Teratosphaeria,54%,Teratosphaeria ohnowa,18%
ASV348,+,Fungi,100%,Ascomycota,99%,Eurotiomycetes,91%,Chaetothyriales,91%,Herpotrichiellaceae,91%,Cladophialophora,70%,Cladophialophora chaetospira,62%
ASV349,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycotina_Incertae sedis,100%,Malasseziales,100%,Malasseziales_Incertae sedis,100%,Malassezia,100%,Malassezia restricta,100%
ASV350,+,Fungi,100%,Ascomycota,85%,Sordariomycetes,43%,Diaporthales,7%,Togniniaceae,3%,Phaeoacremonium,3%,Phaeoacremonium angustius,3%
ASV351,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,92%,Amphisphaeriaceae,52%,Truncatella,44%,Truncatella angustata,44%
ASV352,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces vermiculatus,94%
ASV353,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Pseudocercospora,100%,Pseudocercospora schizolobii,73%
ASV354,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Davidiella,100%,Cladosporium perangustum,68%
ASV357,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Mycosphaerella,98%,Cercospora zeae_maydis,49%
ASV360,+,Fungi,100%,Ascomycota,92%,Dothideomycetes,86%,Pleosporales,84%,Pleomassariaceae,63%,Helminthosporium,63%,Helminthosporium velutinum,38%
ASV361,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,95%,Helotiales,82%,Helotiaceae,52%,Varicosporium,25%,Fontanospora fusiramosa,24%
ASV362,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,99%,Hypocreales_Incertae sedis,97%,Myrothecium,94%,Myrothecium leucotrichum,94%
ASV363,+,Fungi,100%,Ascomycota,79%,Dothideomycetes,17%,Dothideomycetes_Incertae sedis,8%,Gloniaceae,8%,Cenococcum,8%,uncultured Cenococcum,7%
ASV365,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Aspergillus,100%,Aspergillus awamori,93%
ASV366,+,Fungi,100%,Zygomycota,12%,Mucoromycotina_Incertae sedis,12%,Mortierellales,10%,Mortierellaceae,10%,Mortierella,10%,Mortierella epigama,10%
ASV368,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Leptosphaeriaceae,100%,Paraphoma,100%,Paraphoma chrysanthemicola,100%
ASV369,+,Fungi,100%,Ascomycota,65%,Dothideomycetes,44%,Pleosporales,42%,Lophiostomataceae,19%,Massarina,16%,Massarina igniaria,16%
ASV370,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Trichosphaeriales,98%,Trichosphaeriales_Incertae sedis,98%,Khuskia,83%,Nigrospora oryzae,75%
ASV371,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Eupenicillium,96%,Penicillium restrictum,90%
ASV373,+,Fungi,100%,Ascomycota,94%,Eurotiomycetes,70%,Chaetothyriales,47%,Herpotrichiellaceae,43%,Exophiala,28%,Exophiala alcalophila,13%
ASV375,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,100%,Podospora,98%,Podospora intestinacea,98%
ASV376,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,90%,Pleosporales,90%,Pleosporales_Incertae sedis,53%,Ochrocladosporium,29%,Coniothyrium telephii,21%
ASV377,+,Fungi,100%,Ascomycota,98%,Sordariomycetes,88%,Microascales,20%,Microascaceae,20%,Microascus,19%,Scopulariopsis brevicaulis,19%
ASV379,+,Fungi,100%,Ascomycota,72%,Saccharomycetes,5%,Saccharomycetales,5%,Saccharomycetales_Incertae sedis,5%,Candida,5%,Candida digboiensis,5%
ASV380,+,Fungi,100%,Basidiomycota,33%,Agaricomycetes,30%,Agaricales,24%,Agaricaceae,12%,Macrolepiota,7%,Macrolepiota fuliginosa,7%
ASV381,+,Fungi,100%,Ascomycota,99%,Pezizomycetes,98%,Pezizales,98%,Pyronemataceae,98%,Geopora,98%,Geopora tenuis,32%
ASV382,+,Fungi,100%,Ascomycota,69%,Pezizomycetes,43%,Pezizales,43%,Pyronemataceae,33%,Geopora,14%,Geopora tenuis,11%
ASV383,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Preussia,100%,Preussia intermedia,50%
ASV385,+,Fungi,100%,Ascomycota,58%,Dothideomycetes,22%,Pleosporales,19%,Lophiostomataceae,6%,Massarina,5%,Massarina igniaria,4%
ASV386,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideales,100%,Dothioraceae,100%,Kabatiella,100%,Yarrowia lipolytica,52%
ASV389,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,99%,Pleosporales,99%,Phaeosphaeriaceae,84%,Phaeosphaeria,66%,Phaeosphaeria sp JF_2013,31%
ASV390,+,Fungi,100%,Ascomycota,44%,Saccharomycetes,6%,Saccharomycetales,6%,Saccharomycetales_Incertae sedis,4%,Cyberlindnera,4%,Cyberlindnera fabianii,4%
ASV391,+,Fungi,100%,Ascomycota,62%,Pezizomycetes,24%,Pezizales,24%,Pyronemataceae,20%,Scutellinia,8%,Scutellinia subhirtella,8%
ASV393,+,Fungi,100%,Ascomycota,93%,Dothideomycetes,88%,Pleosporales,88%,Pleomassariaceae,55%,Helminthosporium,55%,Helminthosporium solani,37%
ASV394,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Helotiales,100%,Sclerotiniaceae,100%,Botryotinia,86%,Botryotinia fuckeliana,66%
ASV397,+,Fungi,100%,Ascomycota,92%,Dothideomycetes,28%,Pleosporales,23%,Venturiaceae,23%,Rhizosphaera,20%,Rhizosphaera sp JYP_2008,20%
ASV398,+,Fungi,100%,Basidiomycota,100%,Agaricostilbomycetes,100%,Agaricostilbales,100%,Agaricostilbaceae,100%,Bensingtonia,100%,Bensingtonia phyllada,100%
ASV399,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,98%,Xylariales,98%,Amphisphaeriaceae,98%,Truncatella,84%,Truncatella angustata,84%
ASV400,+,Fungi,100%,Ascomycota,66%,Leotiomycetes,24%,Helotiales,16%,Rutstroemiaceae,2%,Lambertella,2%,Lambertella advenula,2%
ASV401,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Preussia,100%,Preussia terricola,94%
ASV402,+,Fungi,100%,Ascomycota,96%,Sordariomycetes,93%,Sordariales,77%,Lasiosphaeriaceae,59%,Cladorrhinum,29%,Cladorrhinum phialophoroides,29%
ASV403,+,Fungi,100%,Chytridiomycota,31%,Chytridiomycetes,31%,Rhizophydiales,27%,Rhizophydiaceae,25%,Rhizophydium,25%,Rhizophydium brooksianum,7%
ASV405,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,99%,Pleosporales_Incertae sedis,81%,Ochrocladosporium,56%,Ochrocladosporium elatum,26%
ASV406,+,Fungi,100%,Basidiomycota,90%,Agaricomycetes,70%,Russulales,6%,Russulaceae,6%,Russula,6%,Russula betularum,5%
ASV407,+,Fungi,100%,Ascomycota,71%,Lecanoromycetes,29%,Lecanorales,25%,Parmeliaceae,17%,Gowardia,7%,Gowardia nigricans,7%
ASV408,+,Fungi,100%,Ascomycota,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Knufia,100%,Sarcinomyces petricola,51%
ASV409,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Nectriaceae,100%,Gibberella,57%,Fusarium avenaceum,36%
ASV410,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,95%,Pleosporales,95%,Leptosphaeriaceae,93%,Paraphoma,93%,Paraphoma chrysanthemicola,93%
ASV411,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,87%,Sordariales,86%,Chaetomiaceae,80%,Chaetomium,50%,Chaetomium globosum,34%
ASV412,+,Fungi,100%,Ascomycota,90%,Eurotiomycetes,21%,Eurotiales,13%,Trichocomaceae,13%,Penicillium,7%,Penicillium diversum,5%
ASV415,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,96%,Agaricales,93%,Entolomataceae,83%,Entoloma,83%,Entoloma conferendum,50%
ASV418,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,100%,Myrothecium,95%,Myrothecium leucotrichum,95%
ASV419,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,99%,Myrothecium,99%,Myrothecium roridum,99%
ASV422,+,Fungi,100%,Ascomycota,98%,Sordariomycetes,97%,Melanosporales,69%,Ceratostomataceae,69%,Harzia,69%,Harzia acremonioides,69%
ASV423,+,Fungi,100%,Zygomycota,11%,Mucoromycotina_Incertae sedis,11%,Mortierellales,9%,Mortierellaceae,9%,Mortierella,9%,Mortierella epigama,8%
ASV425,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,98%,Pleosporales,98%,Sporormiaceae,98%,Preussia,98%,Preussia terricola,96%
ASV426,+,Fungi,100%,Ascomycota,100%,Pezizomycotina_Incertae sedis,98%,Pezizomycotina_Incertae sedis,98%,Pezizomycotina_Incertae sedis,98%,Knufia,98%,Sarcinomyces petricola,36%
ASV427,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Thelephorales,90%,Thelephoraceae,90%,Tomentella,76%,Tomentella fuscocinerea,19%
ASV429,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,95%,Bionectriaceae,61%,Hydropisphaera,61%,Hydropisphaera sp BPI 878275,61%
ASV430,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,96%,Lasiosphaeriaceae,95%,Podospora,92%,Podospora intestinacea,92%
ASV431,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,94%,Helotiales,94%,Helotiales_Incertae sedis,94%,Tiarosporella,94%,Tiarosporella urbis_rosarum,94%
ASV432,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,98%,Hypocreales,92%,Hypocreales_Incertae sedis,35%,Gliomastix,30%,Acremonium polychromum,28%
ASV433,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,97%,Xylariales,78%,Xylariaceae,41%,Kretzschmaria,22%,Kretzschmaria deusta,22%
ASV439,+,Fungi,100%,Zygomycota,100%,Mucoromycotina_Incertae sedis,100%,Mortierellales,100%,Mortierellaceae,100%,Mortierella,100%,Mortierella alpina,82%
ASV440,+,Fungi,100%,Ascomycota,76%,Dothideomycetes,57%,Pleosporales,53%,Sporormiaceae,23%,Westerdykella,6%,Westerdykella ornata,6%
ASV442,+,Fungi,100%,Ascomycota,96%,Sordariomycetes,82%,Microascales,18%,Microascaceae,16%,Microascus,15%,Scopulariopsis brevicaulis,15%
ASV445,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,97%,Pleosporales,86%,Phaeosphaeriaceae,84%,Phaeosphaeria,84%,Phaeosphaeria phragmitis,82%
ASV446,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetidae_Incertae sedis,100%,Plectosphaerellaceae,100%,Lectera,100%,Lectera colletotrichoides,100%
ASV448,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Tricholomataceae,82%,Collybia,42%,Collybia tuberosa,13%
ASV449,+,Fungi,100%,Ascomycota,73%,Leotiomycetes,21%,Helotiales,16%,Rutstroemiaceae,1%,Lambertella,1%,Lambertella advenula,1%
ASV450,+,Fungi,100%,Ascomycota,90%,Eurotiomycetes,53%,Chaetothyriales,48%,Herpotrichiellaceae,40%,Phaeococcomyces,31%,Phaeococcomyces nigricans,31%
ASV452,+,Fungi,100%,Ascomycota,80%,Dothideomycetes,71%,Pleosporales,69%,Didymellaceae,48%,Atradidymella,25%,Atradidymella muscivora,20%
ASV453,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,98%,Pleosporales,98%,Sporormiaceae,97%,Preussia,97%,Preussia terricola,94%
ASV455,+,Fungi,100%,Zygomycota,13%,Mucoromycotina_Incertae sedis,13%,Mortierellales,11%,Mortierellaceae,11%,Mortierella,11%,Mortierella epigama,10%
ASV456,+,Fungi,100%,Basidiomycota,91%,Tremellomycetes,86%,Tremellales,79%,Tremellaceae,77%,Cryptococcus,77%,Cryptococcus wieringae,38%
ASV457,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,60%,Capnodiales,57%,Mycosphaerellaceae,30%,Mycosphaerella,9%,Pseudocercospora musae,3%
ASV458,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,99%,Truncatella,82%,Truncatella angustata,82%
ASV460,+,Fungi,100%,Basidiomycota,89%,Agaricomycetes,87%,Boletales,20%,Boletaceae,18%,Boletus,14%,Boletus pulchrotinctus,6%
